Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality,DayTyep_Idx
IDCJAC0009,66062,2012,5,4,0,1,N,5
IDCJAC0009,66062,2012,5,5,0,1,N,6
IDCJAC0009,66062,2012,5,6,0,1,N,0
IDCJAC0009,66062,2012,5,7,0,1,N,1
IDCJAC0009,66062,2012,5,8,0,1,N,2
IDCJAC0009,66062,2012,5,9,0,1,N,3
IDCJAC0009,66062,2012,5,10,0,1,N,4
IDCJAC0009,66062,2012,5,11,0,1,N,5
IDCJAC0009,66062,2012,5,12,0,1,N,6
IDCJAC0009,66062,2012,5,13,0,1,N,0
IDCJAC0009,66062,2012,5,14,0,1,N,1
IDCJAC0009,66062,2012,5,15,0,1,N,2
IDCJAC0009,66062,2012,5,16,0,1,N,3
IDCJAC0009,66062,2012,5,17,0,1,N,4
IDCJAC0009,66062,2012,5,18,0,1,N,5
IDCJAC0009,66062,2012,5,19,0,1,N,6
IDCJAC0009,66062,2012,5,20,0,1,N,0
IDCJAC0009,66062,2012,5,21,0.4,1,N,1
IDCJAC0009,66062,2012,5,22,0,1,N,2
IDCJAC0009,66062,2012,5,23,0,1,N,3
IDCJAC0009,66062,2012,5,24,0,1,N,4
IDCJAC0009,66062,2012,5,25,13.8,1,N,5
IDCJAC0009,66062,2012,5,26,0,1,N,6
IDCJAC0009,66062,2012,5,27,0.2,1,N,0
IDCJAC0009,66062,2012,5,28,0,1,N,1
IDCJAC0009,66062,2012,5,29,21.4,1,N,2
IDCJAC0009,66062,2012,5,30,1.4,1,N,3
IDCJAC0009,66062,2012,5,31,0,1,N,4
IDCJAC0009,66062,2012,6,1,0.2,1,N,5
IDCJAC0009,66062,2012,6,2,0.2,1,N,6
IDCJAC0009,66062,2012,6,3,27.4,1,N,0
IDCJAC0009,66062,2012,6,4,11.2,1,N,1
IDCJAC0009,66062,2012,6,5,0,1,N,2
IDCJAC0009,66062,2012,6,6,19.2,1,N,3
IDCJAC0009,66062,2012,6,7,6.8,1,N,4
IDCJAC0009,66062,2012,6,8,0,1,N,5
IDCJAC0009,66062,2012,6,9,0,1,N,6
IDCJAC0009,66062,2012,6,10,2.4,1,N,0
IDCJAC0009,66062,2012,6,11,76.4,1,N,1
IDCJAC0009,66062,2012,6,12,49.4,1,N,2
IDCJAC0009,66062,2012,6,13,8.6,1,N,3
IDCJAC0009,66062,2012,6,14,13.8,1,N,4
IDCJAC0009,66062,2012,6,15,0,,N,5
IDCJAC0009,66062,2012,6,16,0.4,1,N,6
IDCJAC0009,66062,2012,6,17,8.4,1,N,0
IDCJAC0009,66062,2012,6,18,0,1,N,1
IDCJAC0009,66062,2012,6,19,0,1,N,2
IDCJAC0009,66062,2012,6,20,0,1,N,3
IDCJAC0009,66062,2012,6,21,0,1,N,4
IDCJAC0009,66062,2012,6,22,0,1,N,5
IDCJAC0009,66062,2012,6,23,0,1,N,6
IDCJAC0009,66062,2012,6,24,0,1,N,0
IDCJAC0009,66062,2012,6,25,0,1,N,1
IDCJAC0009,66062,2012,6,26,8.8,1,N,2
IDCJAC0009,66062,2012,6,27,9.4,1,N,3
IDCJAC0009,66062,2012,6,28,0,1,N,4
IDCJAC0009,66062,2012,6,29,1.6,1,N,5
IDCJAC0009,66062,2012,6,30,0,1,N,6
IDCJAC0009,66062,2012,7,1,0,1,N,0
IDCJAC0009,66062,2012,7,2,0,1,N,1
IDCJAC0009,66062,2012,7,3,0,1,N,2
IDCJAC0009,66062,2012,7,4,0,1,N,3
IDCJAC0009,66062,2012,7,5,4,1,N,4
IDCJAC0009,66062,2012,7,6,19,1,N,5
IDCJAC0009,66062,2012,7,7,1.2,1,N,6
IDCJAC0009,66062,2012,7,8,0.2,1,N,0
IDCJAC0009,66062,2012,7,9,0,1,N,1
IDCJAC0009,66062,2012,7,10,0,1,N,2
IDCJAC0009,66062,2012,7,11,5.4,1,N,3
IDCJAC0009,66062,2012,7,12,0,1,N,4
IDCJAC0009,66062,2012,7,13,0.2,1,N,5
IDCJAC0009,66062,2012,7,14,0,1,N,6
IDCJAC0009,66062,2012,7,15,0,1,N,0
IDCJAC0009,66062,2012,7,16,0,1,N,1
IDCJAC0009,66062,2012,7,17,0,1,N,2
IDCJAC0009,66062,2012,7,18,0,1,N,3
IDCJAC0009,66062,2012,7,19,0,1,N,4
IDCJAC0009,66062,2012,7,20,0,1,N,5
IDCJAC0009,66062,2012,7,21,5,1,N,6
IDCJAC0009,66062,2012,7,22,2.6,1,N,0
IDCJAC0009,66062,2012,7,23,2.6,1,N,1
IDCJAC0009,66062,2012,7,24,6.8,1,N,2
IDCJAC0009,66062,2012,7,25,4.4,1,N,3
IDCJAC0009,66062,2012,7,26,0,1,N,4
IDCJAC0009,66062,2012,7,27,0.4,1,N,5
IDCJAC0009,66062,2012,7,28,0,1,N,6
IDCJAC0009,66062,2012,7,29,0,1,N,0
IDCJAC0009,66062,2012,7,30,0,1,N,1
IDCJAC0009,66062,2012,7,31,4.4,1,N,2
IDCJAC0009,66062,2012,8,1,0,1,N,3
IDCJAC0009,66062,2012,8,2,0,1,N,4
IDCJAC0009,66062,2012,8,3,0,1,N,5
IDCJAC0009,66062,2012,8,4,0,1,N,6
IDCJAC0009,66062,2012,8,5,0,1,N,0
IDCJAC0009,66062,2012,8,6,0,1,N,1
IDCJAC0009,66062,2012,8,7,0,1,N,2
IDCJAC0009,66062,2012,8,8,0,1,N,3
IDCJAC0009,66062,2012,8,9,0,1,N,4
IDCJAC0009,66062,2012,8,10,0,1,N,5
IDCJAC0009,66062,2012,8,11,3.2,1,N,6
IDCJAC0009,66062,2012,8,12,5.4,1,N,0
IDCJAC0009,66062,2012,8,13,0,1,N,1
IDCJAC0009,66062,2012,8,14,0.2,1,N,2
IDCJAC0009,66062,2012,8,15,0,1,N,3
IDCJAC0009,66062,2012,8,16,0,1,N,4
IDCJAC0009,66062,2012,8,17,0,1,N,5
IDCJAC0009,66062,2012,8,18,0,1,N,6
IDCJAC0009,66062,2012,8,19,0,1,N,0
IDCJAC0009,66062,2012,8,20,0,1,N,1
IDCJAC0009,66062,2012,8,21,0,1,N,2
IDCJAC0009,66062,2012,8,22,0,1,N,3
IDCJAC0009,66062,2012,8,23,0,1,N,4
IDCJAC0009,66062,2012,8,24,10.2,1,N,5
IDCJAC0009,66062,2012,8,25,0,1,N,6
IDCJAC0009,66062,2012,8,26,0,1,N,0
IDCJAC0009,66062,2012,8,27,0,1,N,1
IDCJAC0009,66062,2012,8,28,0,1,N,2
IDCJAC0009,66062,2012,8,29,0,1,N,3
IDCJAC0009,66062,2012,8,30,0,1,N,4
IDCJAC0009,66062,2012,8,31,0,1,N,5
IDCJAC0009,66062,2012,9,1,0.4,1,N,6
IDCJAC0009,66062,2012,9,2,0.8,1,N,0
IDCJAC0009,66062,2012,9,3,0,1,N,1
IDCJAC0009,66062,2012,9,4,0.2,1,N,2
IDCJAC0009,66062,2012,9,5,0,1,N,3
IDCJAC0009,66062,2012,9,6,0,1,N,4
IDCJAC0009,66062,2012,9,7,0,1,N,5
IDCJAC0009,66062,2012,9,8,0,1,N,6
IDCJAC0009,66062,2012,9,9,0,1,N,0
IDCJAC0009,66062,2012,9,10,0,1,N,1
IDCJAC0009,66062,2012,9,11,0,1,N,2
IDCJAC0009,66062,2012,9,12,0,1,N,3
IDCJAC0009,66062,2012,9,13,0,1,N,4
IDCJAC0009,66062,2012,9,14,3.8,1,N,5
IDCJAC0009,66062,2012,9,15,0,1,N,6
IDCJAC0009,66062,2012,9,16,0,1,N,0
IDCJAC0009,66062,2012,9,17,0,1,N,1
IDCJAC0009,66062,2012,9,18,0,1,N,2
IDCJAC0009,66062,2012,9,19,3.6,1,N,3
IDCJAC0009,66062,2012,9,20,0.2,1,N,4
IDCJAC0009,66062,2012,9,21,0,1,N,5
IDCJAC0009,66062,2012,9,22,0.8,1,N,6
IDCJAC0009,66062,2012,9,23,0,1,N,0
IDCJAC0009,66062,2012,9,24,0,1,N,1
IDCJAC0009,66062,2012,9,25,0.2,1,N,2
IDCJAC0009,66062,2012,9,26,0.4,1,N,3
IDCJAC0009,66062,2012,9,27,0.2,1,N,4
IDCJAC0009,66062,2012,9,28,0,1,N,5
IDCJAC0009,66062,2012,9,29,13.2,1,N,6
IDCJAC0009,66062,2012,9,30,0,1,N,0
IDCJAC0009,66062,2012,10,1,0,1,N,1
IDCJAC0009,66062,2012,10,2,0.6,1,N,2
IDCJAC0009,66062,2012,10,3,0.2,1,N,3
IDCJAC0009,66062,2012,10,4,0,1,N,4
IDCJAC0009,66062,2012,10,5,0,1,N,5
IDCJAC0009,66062,2012,10,6,0,1,N,6
IDCJAC0009,66062,2012,10,7,3,1,N,0
IDCJAC0009,66062,2012,10,8,0.2,1,N,1
IDCJAC0009,66062,2012,10,9,0,1,N,2
IDCJAC0009,66062,2012,10,10,0,1,N,3
IDCJAC0009,66062,2012,10,11,9.8,1,N,4
IDCJAC0009,66062,2012,10,12,3.4,1,N,5
IDCJAC0009,66062,2012,10,13,4.4,1,N,6
IDCJAC0009,66062,2012,10,14,0.2,1,N,0
IDCJAC0009,66062,2012,10,15,0,1,N,1
IDCJAC0009,66062,2012,10,16,0,1,N,2
IDCJAC0009,66062,2012,10,17,0,1,N,3
IDCJAC0009,66062,2012,10,18,0,1,N,4
IDCJAC0009,66062,2012,10,19,0,1,N,5
IDCJAC0009,66062,2012,10,20,0,1,N,6
IDCJAC0009,66062,2012,10,21,0,1,N,0
IDCJAC0009,66062,2012,10,22,0,1,N,1
IDCJAC0009,66062,2012,10,23,7.4,1,N,2
IDCJAC0009,66062,2012,10,24,0.2,1,N,3
IDCJAC0009,66062,2012,10,25,0,1,N,4
IDCJAC0009,66062,2012,10,26,0,1,N,5
IDCJAC0009,66062,2012,10,27,0,1,N,6
IDCJAC0009,66062,2012,10,28,0,1,N,0
IDCJAC0009,66062,2012,10,29,0,1,N,1
IDCJAC0009,66062,2012,10,30,0,1,N,2
IDCJAC0009,66062,2012,10,31,0,1,N,3
IDCJAC0009,66062,2012,11,1,0,1,N,4
IDCJAC0009,66062,2012,11,2,0,1,N,5
IDCJAC0009,66062,2012,11,3,1.6,1,N,6
IDCJAC0009,66062,2012,11,4,1.4,1,N,0
IDCJAC0009,66062,2012,11,5,0.2,1,N,1
IDCJAC0009,66062,2012,11,6,0,1,N,2
IDCJAC0009,66062,2012,11,7,0,1,N,3
IDCJAC0009,66062,2012,11,8,0,1,N,4
IDCJAC0009,66062,2012,11,9,9.2,1,N,5
IDCJAC0009,66062,2012,11,10,11.4,1,N,6
IDCJAC0009,66062,2012,11,11,0.2,1,N,0
IDCJAC0009,66062,2012,11,12,0,1,N,1
IDCJAC0009,66062,2012,11,13,0,1,N,2
IDCJAC0009,66062,2012,11,14,0,1,N,3
IDCJAC0009,66062,2012,11,15,0.2,1,N,4
IDCJAC0009,66062,2012,11,16,0.4,1,N,5
IDCJAC0009,66062,2012,11,17,10.4,1,N,6
IDCJAC0009,66062,2012,11,18,0,1,N,0
IDCJAC0009,66062,2012,11,19,0,1,N,1
IDCJAC0009,66062,2012,11,20,1.6,1,N,2
IDCJAC0009,66062,2012,11,21,0.4,1,N,3
IDCJAC0009,66062,2012,11,22,0,1,N,4
IDCJAC0009,66062,2012,11,23,0,1,N,5
IDCJAC0009,66062,2012,11,24,0,1,N,6
IDCJAC0009,66062,2012,11,25,0,1,N,0
IDCJAC0009,66062,2012,11,26,0,1,N,1
IDCJAC0009,66062,2012,11,27,3.6,1,N,2
IDCJAC0009,66062,2012,11,28,10.2,1,N,3
IDCJAC0009,66062,2012,11,29,1.2,1,N,4
IDCJAC0009,66062,2012,11,30,0,1,N,5
IDCJAC0009,66062,2012,12,1,1.6,1,N,6
IDCJAC0009,66062,2012,12,2,0,1,N,0
IDCJAC0009,66062,2012,12,3,1.4,1,N,1
IDCJAC0009,66062,2012,12,4,5,1,N,2
IDCJAC0009,66062,2012,12,5,0,1,N,3
IDCJAC0009,66062,2012,12,6,0,1,N,4
IDCJAC0009,66062,2012,12,7,0,1,N,5
IDCJAC0009,66062,2012,12,8,0,1,N,6
IDCJAC0009,66062,2012,12,9,0,1,N,0
IDCJAC0009,66062,2012,12,10,1.6,1,N,1
IDCJAC0009,66062,2012,12,11,0.6,1,N,2
IDCJAC0009,66062,2012,12,12,3.4,1,N,3
IDCJAC0009,66062,2012,12,13,0,1,N,4
IDCJAC0009,66062,2012,12,14,0,1,N,5
IDCJAC0009,66062,2012,12,15,0,1,N,6
IDCJAC0009,66062,2012,12,16,0,1,N,0
IDCJAC0009,66062,2012,12,17,0.4,1,N,1
IDCJAC0009,66062,2012,12,18,0.2,1,N,2
IDCJAC0009,66062,2012,12,19,0,1,N,3
IDCJAC0009,66062,2012,12,20,0,1,N,4
IDCJAC0009,66062,2012,12,21,0,1,N,5
IDCJAC0009,66062,2012,12,22,0,1,N,6
IDCJAC0009,66062,2012,12,23,0,1,N,0
IDCJAC0009,66062,2012,12,24,0,1,N,1
IDCJAC0009,66062,2012,12,25,9.2,1,N,2
IDCJAC0009,66062,2012,12,26,21.6,1,N,3
IDCJAC0009,66062,2012,12,27,0,1,N,4
IDCJAC0009,66062,2012,12,28,0,1,N,5
IDCJAC0009,66062,2012,12,29,0,1,N,6
IDCJAC0009,66062,2012,12,30,0,1,N,0
IDCJAC0009,66062,2012,12,31,0.2,1,N,1
IDCJAC0009,66062,2013,1,1,0,1,N,2
IDCJAC0009,66062,2013,1,2,0,1,N,3
IDCJAC0009,66062,2013,1,3,0,1,N,4
IDCJAC0009,66062,2013,1,4,0,1,N,5
IDCJAC0009,66062,2013,1,5,0,1,N,6
IDCJAC0009,66062,2013,1,6,0,1,N,0
IDCJAC0009,66062,2013,1,7,0,1,N,1
IDCJAC0009,66062,2013,1,8,0,1,N,2
IDCJAC0009,66062,2013,1,9,0,1,N,3
IDCJAC0009,66062,2013,1,10,0,1,N,4
IDCJAC0009,66062,2013,1,11,0,1,N,5
IDCJAC0009,66062,2013,1,12,0,1,N,6
IDCJAC0009,66062,2013,1,13,0,1,N,0
IDCJAC0009,66062,2013,1,14,8.6,1,N,1
IDCJAC0009,66062,2013,1,15,0.2,1,N,2
IDCJAC0009,66062,2013,1,16,0,1,N,3
IDCJAC0009,66062,2013,1,17,0,1,N,4
IDCJAC0009,66062,2013,1,18,0,1,N,5
IDCJAC0009,66062,2013,1,19,0,1,N,6
IDCJAC0009,66062,2013,1,20,0.2,1,N,0
IDCJAC0009,66062,2013,1,21,0.2,1,N,1
IDCJAC0009,66062,2013,1,22,0,1,N,2
IDCJAC0009,66062,2013,1,23,0,1,N,3
IDCJAC0009,66062,2013,1,24,0,1,N,4
IDCJAC0009,66062,2013,1,25,0,1,N,5
IDCJAC0009,66062,2013,1,26,0,1,N,6
IDCJAC0009,66062,2013,1,27,16.8,1,N,0
IDCJAC0009,66062,2013,1,28,15.8,1,N,1
IDCJAC0009,66062,2013,1,29,95.2,1,N,2
IDCJAC0009,66062,2013,1,30,0.8,1,N,3
IDCJAC0009,66062,2013,1,31,0,1,N,4
IDCJAC0009,66062,2013,2,1,0,1,N,5
IDCJAC0009,66062,2013,2,2,48.6,1,N,6
IDCJAC0009,66062,2013,2,3,2.6,1,N,0
IDCJAC0009,66062,2013,2,4,2.8,1,N,1
IDCJAC0009,66062,2013,2,5,0,1,N,2
IDCJAC0009,66062,2013,2,6,0.6,1,N,3
IDCJAC0009,66062,2013,2,7,0,1,N,4
IDCJAC0009,66062,2013,2,8,0,1,N,5
IDCJAC0009,66062,2013,2,9,0,1,N,6
IDCJAC0009,66062,2013,2,10,0,1,N,0
IDCJAC0009,66062,2013,2,11,7.2,1,N,1
IDCJAC0009,66062,2013,2,12,12.4,1,N,2
IDCJAC0009,66062,2013,2,13,1.4,1,N,3
IDCJAC0009,66062,2013,2,14,0,1,N,4
IDCJAC0009,66062,2013,2,15,1,1,N,5
IDCJAC0009,66062,2013,2,16,1.2,1,N,6
IDCJAC0009,66062,2013,2,17,30.4,1,N,0
IDCJAC0009,66062,2013,2,18,0.6,1,N,1
IDCJAC0009,66062,2013,2,19,0.6,1,N,2
IDCJAC0009,66062,2013,2,20,0.4,1,N,3
IDCJAC0009,66062,2013,2,21,0.2,1,N,4
IDCJAC0009,66062,2013,2,22,0.4,1,N,5
IDCJAC0009,66062,2013,2,23,16.4,1,N,6
IDCJAC0009,66062,2013,2,24,38.6,1,N,0
IDCJAC0009,66062,2013,2,25,0,1,N,1
IDCJAC0009,66062,2013,2,26,0,1,N,2
IDCJAC0009,66062,2013,2,27,0,1,N,3
IDCJAC0009,66062,2013,2,28,0,1,N,4
IDCJAC0009,66062,2013,3,1,31.8,1,N,5
IDCJAC0009,66062,2013,3,2,15.2,1,N,6
IDCJAC0009,66062,2013,3,3,7.4,1,N,0
IDCJAC0009,66062,2013,3,4,4.4,1,N,1
IDCJAC0009,66062,2013,3,5,0.2,1,N,2
IDCJAC0009,66062,2013,3,6,0,1,N,3
IDCJAC0009,66062,2013,3,7,0,1,N,4
IDCJAC0009,66062,2013,3,8,0,1,N,5
IDCJAC0009,66062,2013,3,9,0.6,1,N,6
IDCJAC0009,66062,2013,3,10,0,1,N,0
IDCJAC0009,66062,2013,3,11,0,1,N,1
IDCJAC0009,66062,2013,3,12,0,1,N,2
IDCJAC0009,66062,2013,3,13,0,1,N,3
IDCJAC0009,66062,2013,3,14,0,1,N,4
IDCJAC0009,66062,2013,3,15,1,1,N,5
IDCJAC0009,66062,2013,3,16,0.2,1,N,6
IDCJAC0009,66062,2013,3,17,0,1,N,0
IDCJAC0009,66062,2013,3,18,0,1,N,1
IDCJAC0009,66062,2013,3,19,0,1,N,2
IDCJAC0009,66062,2013,3,20,0,1,N,3
IDCJAC0009,66062,2013,3,21,0,1,N,4
IDCJAC0009,66062,2013,3,22,0,1,N,5
IDCJAC0009,66062,2013,3,23,1,1,N,6
IDCJAC0009,66062,2013,3,24,0.8,1,N,0
IDCJAC0009,66062,2013,3,25,0,1,N,1
IDCJAC0009,66062,2013,3,26,0,1,N,2
IDCJAC0009,66062,2013,3,27,0,1,N,3
IDCJAC0009,66062,2013,3,28,0,1,N,4
IDCJAC0009,66062,2013,3,29,3,1,N,5
IDCJAC0009,66062,2013,3,30,0,1,N,6
IDCJAC0009,66062,2013,3,31,0,1,N,0
IDCJAC0009,66062,2013,4,1,2.8,1,N,1
IDCJAC0009,66062,2013,4,2,0,1,N,2
IDCJAC0009,66062,2013,4,3,27.4,1,N,3
IDCJAC0009,66062,2013,4,4,61.4,1,N,4
IDCJAC0009,66062,2013,4,5,18.4,1,N,5
IDCJAC0009,66062,2013,4,6,2.4,1,N,6
IDCJAC0009,66062,2013,4,7,3.8,1,N,0
IDCJAC0009,66062,2013,4,8,2,1,N,1
IDCJAC0009,66062,2013,4,9,5.2,1,N,2
IDCJAC0009,66062,2013,4,10,2,1,N,3
IDCJAC0009,66062,2013,4,11,0,1,N,4
IDCJAC0009,66062,2013,4,12,0,1,N,5
IDCJAC0009,66062,2013,4,13,0,1,N,6
IDCJAC0009,66062,2013,4,14,0,1,N,0
IDCJAC0009,66062,2013,4,15,0,1,N,1
IDCJAC0009,66062,2013,4,16,7,1,N,2
IDCJAC0009,66062,2013,4,17,0,1,N,3
IDCJAC0009,66062,2013,4,18,0.2,1,N,4
IDCJAC0009,66062,2013,4,19,0.4,1,N,5
IDCJAC0009,66062,2013,4,20,33.6,1,N,6
IDCJAC0009,66062,2013,4,21,32.8,1,N,0
IDCJAC0009,66062,2013,4,22,0.2,1,N,1
IDCJAC0009,66062,2013,4,23,0.2,1,N,2
IDCJAC0009,66062,2013,4,24,0,1,N,3
IDCJAC0009,66062,2013,4,25,0,1,N,4
IDCJAC0009,66062,2013,4,26,0,1,N,5
IDCJAC0009,66062,2013,4,27,0,1,N,6
IDCJAC0009,66062,2013,4,28,0,1,N,0
IDCJAC0009,66062,2013,4,29,0,1,N,1
IDCJAC0009,66062,2013,4,30,0,1,N,2
IDCJAC0009,66062,2013,5,1,0,1,N,3
IDCJAC0009,66062,2013,5,2,0,1,N,4
IDCJAC0009,66062,2013,5,3,0,1,N,5
IDCJAC0009,66062,2013,5,4,0,1,N,6
IDCJAC0009,66062,2013,5,5,0,1,N,0
IDCJAC0009,66062,2013,5,6,0,1,N,1
IDCJAC0009,66062,2013,5,7,0,1,N,2
IDCJAC0009,66062,2013,5,8,0,1,N,3
IDCJAC0009,66062,2013,5,9,0,1,N,4
IDCJAC0009,66062,2013,5,10,0,1,N,5
IDCJAC0009,66062,2013,5,11,0,1,N,6
IDCJAC0009,66062,2013,5,12,0,1,N,0
IDCJAC0009,66062,2013,5,13,0,1,N,1
IDCJAC0009,66062,2013,5,14,0,1,N,2
IDCJAC0009,66062,2013,5,15,0.2,1,N,3
IDCJAC0009,66062,2013,5,16,0,1,N,4
IDCJAC0009,66062,2013,5,17,0,1,N,5
IDCJAC0009,66062,2013,5,18,0,1,N,6
IDCJAC0009,66062,2013,5,19,0,1,N,0
IDCJAC0009,66062,2013,5,20,0,1,N,1
IDCJAC0009,66062,2013,5,21,0,1,N,2
IDCJAC0009,66062,2013,5,22,0,1,N,3
IDCJAC0009,66062,2013,5,23,27.2,1,N,4
IDCJAC0009,66062,2013,5,24,30.6,1,N,5
IDCJAC0009,66062,2013,5,25,20,1,N,6
IDCJAC0009,66062,2013,5,26,0,1,N,0
IDCJAC0009,66062,2013,5,27,3.4,1,N,1
IDCJAC0009,66062,2013,5,28,28.6,1,N,2
IDCJAC0009,66062,2013,5,29,0.2,1,N,3
IDCJAC0009,66062,2013,5,30,0,1,N,4
IDCJAC0009,66062,2013,5,31,0,1,N,5
IDCJAC0009,66062,2013,6,1,0,1,N,6
IDCJAC0009,66062,2013,6,2,14.8,1,N,0
IDCJAC0009,66062,2013,6,3,34.4,1,N,1
IDCJAC0009,66062,2013,6,4,0,1,N,2
IDCJAC0009,66062,2013,6,5,0,1,N,3
IDCJAC0009,66062,2013,6,6,0,1,N,4
IDCJAC0009,66062,2013,6,7,0,1,N,5
IDCJAC0009,66062,2013,6,8,0,1,N,6
IDCJAC0009,66062,2013,6,9,0,1,N,0
IDCJAC0009,66062,2013,6,10,0,1,N,1
IDCJAC0009,66062,2013,6,11,0.8,1,N,2
IDCJAC0009,66062,2013,6,12,0,1,N,3
IDCJAC0009,66062,2013,6,13,8.4,1,N,4
IDCJAC0009,66062,2013,6,14,0,1,N,5
IDCJAC0009,66062,2013,6,15,0,1,N,6
IDCJAC0009,66062,2013,6,16,0,1,N,0
IDCJAC0009,66062,2013,6,17,0,1,N,1
IDCJAC0009,66062,2013,6,18,0,1,N,2
IDCJAC0009,66062,2013,6,19,15.6,1,N,3
IDCJAC0009,66062,2013,6,20,1.4,1,N,4
IDCJAC0009,66062,2013,6,21,0,1,N,5
IDCJAC0009,66062,2013,6,22,1.2,1,N,6
IDCJAC0009,66062,2013,6,23,56.2,1,N,0
IDCJAC0009,66062,2013,6,24,53.4,1,N,1
IDCJAC0009,66062,2013,6,25,5,1,N,2
IDCJAC0009,66062,2013,6,26,15.6,1,N,3
IDCJAC0009,66062,2013,6,27,0.8,1,N,4
IDCJAC0009,66062,2013,6,28,16.8,1,N,5
IDCJAC0009,66062,2013,6,29,41,1,N,6
IDCJAC0009,66062,2013,6,30,51,1,N,0
IDCJAC0009,66062,2013,7,1,9.8,1,N,1
IDCJAC0009,66062,2013,7,2,0,1,N,2
IDCJAC0009,66062,2013,7,3,0,1,N,3
IDCJAC0009,66062,2013,7,4,0,1,N,4
IDCJAC0009,66062,2013,7,5,0,1,N,5
IDCJAC0009,66062,2013,7,6,0,1,N,6
IDCJAC0009,66062,2013,7,7,0,1,N,0
IDCJAC0009,66062,2013,7,8,0,1,N,1
IDCJAC0009,66062,2013,7,9,1.6,1,N,2
IDCJAC0009,66062,2013,7,10,8,1,N,3
IDCJAC0009,66062,2013,7,11,0,1,N,4
IDCJAC0009,66062,2013,7,12,0.2,1,N,5
IDCJAC0009,66062,2013,7,13,0,1,N,6
IDCJAC0009,66062,2013,7,14,0,1,N,0
IDCJAC0009,66062,2013,7,15,0.2,1,N,1
IDCJAC0009,66062,2013,7,16,1.4,1,N,2
IDCJAC0009,66062,2013,7,17,4.8,1,N,3
IDCJAC0009,66062,2013,7,18,0,1,N,4
IDCJAC0009,66062,2013,7,19,0,1,N,5
IDCJAC0009,66062,2013,7,20,0.8,1,N,6
IDCJAC0009,66062,2013,7,21,0.2,1,N,0
IDCJAC0009,66062,2013,7,22,0,1,N,1
IDCJAC0009,66062,2013,7,23,0,1,N,2
IDCJAC0009,66062,2013,7,24,0,1,N,3
IDCJAC0009,66062,2013,7,25,0,1,N,4
IDCJAC0009,66062,2013,7,26,0,1,N,5
IDCJAC0009,66062,2013,7,27,0,1,N,6
IDCJAC0009,66062,2013,7,28,0,1,N,0
IDCJAC0009,66062,2013,7,29,0,1,N,1
IDCJAC0009,66062,2013,7,30,0,1,N,2
IDCJAC0009,66062,2013,7,31,5.6,1,N,3
IDCJAC0009,66062,2013,8,1,0,1,N,4
IDCJAC0009,66062,2013,8,2,0,1,N,5
IDCJAC0009,66062,2013,8,3,0,1,N,6
IDCJAC0009,66062,2013,8,4,0,1,N,0
IDCJAC0009,66062,2013,8,5,0,1,N,1
IDCJAC0009,66062,2013,8,6,0,1,N,2
IDCJAC0009,66062,2013,8,7,0.8,1,N,3
IDCJAC0009,66062,2013,8,8,9.6,1,N,4
IDCJAC0009,66062,2013,8,9,4.2,1,N,5
IDCJAC0009,66062,2013,8,10,0,1,N,6
IDCJAC0009,66062,2013,8,11,0,1,N,0
IDCJAC0009,66062,2013,8,12,0.2,1,N,1
IDCJAC0009,66062,2013,8,13,0,1,N,2
IDCJAC0009,66062,2013,8,14,0,1,N,3
IDCJAC0009,66062,2013,8,15,0,1,N,4
IDCJAC0009,66062,2013,8,16,0,1,N,5
IDCJAC0009,66062,2013,8,17,0,1,N,6
IDCJAC0009,66062,2013,8,18,0,1,N,0
IDCJAC0009,66062,2013,8,19,0,1,N,1
IDCJAC0009,66062,2013,8,20,0,1,N,2
IDCJAC0009,66062,2013,8,21,0,1,N,3
IDCJAC0009,66062,2013,8,22,0,1,N,4
IDCJAC0009,66062,2013,8,23,0,1,N,5
IDCJAC0009,66062,2013,8,24,0,1,N,6
IDCJAC0009,66062,2013,8,25,0,1,N,0
IDCJAC0009,66062,2013,8,26,0,1,N,1
IDCJAC0009,66062,2013,8,27,0,1,N,2
IDCJAC0009,66062,2013,8,28,0,1,N,3
IDCJAC0009,66062,2013,8,29,0,1,N,4
IDCJAC0009,66062,2013,8,30,0,1,N,5
IDCJAC0009,66062,2013,8,31,0,1,N,6
IDCJAC0009,66062,2013,9,1,0,1,N,0
IDCJAC0009,66062,2013,9,2,0,1,N,1
IDCJAC0009,66062,2013,9,3,0,1,N,2
IDCJAC0009,66062,2013,9,4,0,1,N,3
IDCJAC0009,66062,2013,9,5,0,1,N,4
IDCJAC0009,66062,2013,9,6,0,1,N,5
IDCJAC0009,66062,2013,9,7,0,1,N,6
IDCJAC0009,66062,2013,9,8,0,1,N,0
IDCJAC0009,66062,2013,9,9,0,1,N,1
IDCJAC0009,66062,2013,9,10,0,1,N,2
IDCJAC0009,66062,2013,9,11,0,1,N,3
IDCJAC0009,66062,2013,9,12,0,1,N,4
IDCJAC0009,66062,2013,9,13,0,1,N,5
IDCJAC0009,66062,2013,9,14,2.2,1,N,6
IDCJAC0009,66062,2013,9,15,0,1,N,0
IDCJAC0009,66062,2013,9,16,1.2,1,N,1
IDCJAC0009,66062,2013,9,17,32.2,1,N,2
IDCJAC0009,66062,2013,9,18,0,1,N,3
IDCJAC0009,66062,2013,9,19,0.2,1,N,4
